Rank,Name,Link,Location_City,Location_State,Private_Public,Profit_Type,Campus_Setting,Starting_Salary,Percent_from_State,Percent_FTE,Percent_Male,Accept_rate,Old_SAT_Score,New_SAT_Score,ACT_Score,Num_Undergrad,Num_Faculty,Student_Faculty_Ratio,Num_Degree,Num_Major,Num_Field,Num_Annual_Grad,Percent_POC,Tuition_Fee,Room_Fee,Total_Cost,Financial_Aid
422,Whittier College,whittier-college,Whittier, California,Private,Non-Profit,Large Suburb,41000.0,79,70,43,74.1,,,24.0,1681,203,11,30,28,17,455,73.05175490779298,46110,13310,61209,28841
423,University of Nevada - Reno,university-of-nevada-reno,Reno, Nevada,Public,,Midsize City,41000.0,70,63,47,88.0,,,24.0,18348,1234,20,67,61,23,3587,42.985611510791365,7659,10940,24269,5672
424,Stetson University,stetson-university,DeLand, Florida,Private,Non-Profit,Midsize Suburb,36000.0,71,67,43,67.8,,,,3065,399,13,57,44,20,729,39.021207177814034,44490,12684,61374,30974
425,Oklahoma City University,oklahoma-city-university,Oklahoma City, Oklahoma,Private,Non-Profit,Large City,38000.0,45,58,32,71.7,,,26.0,1714,334,11,76,48,20,501,38.03967327887982,30726,8624,45408,18588
426,Rider University,rider-university,Lawrenceville, New Jersey,Private,Non-Profit,Large Suburb,39000.0,74,42,42,67.1,,,22.0,4094,549,11,62,49,21,954,41.37762579384465,41310,14860,59700,25766
427,Lewis University,lewis-university,Romeoville, Illinois,Private,Non-Profit,Large Suburb,38000.0,91,37,47,53.8,,,24.0,4506,607,13,80,54,25,1269,41.921881935197504,31250,10460,45440,19462
428,Azusa Pacific University,azusa-pacific-university,Azusa, California,Private,Non-Profit,Large Suburb,42000.0,80,32,34,60.1,,,24.0,5671,1526,10,33,33,19,1600,60.50079351084465,37506,9794,52396,21186
429,Suffolk University,suffolk-university,Boston, Massachusetts,Private,Non-Profit,Large City,40000.0,67,51,46,83.6,,,24.0,5030,687,13,134,83,25,1262,53.87673956262425,37270,15046,56040,19507
430,Merrimack College,merrimack-college,North Andover, Massachusetts,Private,Non-Profit,Large Suburb,43000.0,70,48,49,81.5,,,,3535,395,14,58,47,23,859,25.176803394625182,39770,15225,57445,20113
431,College of Charleston,college-of-charleston,Charleston, South Carolina,Public,,Midsize City,35000.0,59,59,37,80.4,,,24.0,9895,878,15,61,50,18,2304,22.58716523496716,12422,12048,29669,9018
432,University of Michigan - Dearborn,university-of-michigan-dearborn,Dearborn, Michigan,Public,,Small City,40000.0,99,58,53,64.3,,,25.0,7132,570,17,71,50,21,1492,31.16937745372968,12637,8272,25401,8807
433,Albion College,albion-college,Albion, Michigan,Private,Non-Profit,Small Town,39000.0,77,82,47,70.6,,,23.0,1568,141,12,68,40,20,340,35.331632653061234,43050,12210,56750,34181
434,University of Alabama at Birmingham,university-of-alabama-at-birmingham,Birmingham, Alabama,Public,,Midsize City,36000.0,87,90,41,91.8,,,24.0,13134,977,19,49,43,20,2495,42.58413278513781,8328,11682,26096,9254
435,University of Washington - Tacoma Campus,university-of-washington-tacoma-campus,Tacoma, Washington,Public,,Midsize City,,97,76,48,83.9,,,21.0,4436,327,17,38,29,20,1371,59.220018034265095,11046,10650,26310,11556
436,University of Hawaii at Manoa,university-of-hawaii-at-manoa,Honolulu, Hawaii,Public,,Large City,38000.0,68,72,44,83.2,,,24.0,12881,1432,12,88,77,26,3298,83.01374116916391,11754,13673,29518,7227
437,Goucher College,goucher-college,Baltimore, Maryland,Private,Non-Profit,Small City,35000.0,30,70,33,78.8,,,,1538,203,10,35,32,18,358,43.75812743823146,43440,12670,59810,29040
438,Wagner College,wagner-college,Staten Island, New York,Private,Non-Profit,Large City,44000.0,43,34,37,69.7,,,,1794,318,13,33,30,16,441,35.39576365663322,45380,13650,62203,26903
439,Hamline University,hamline-university,Saint Paul, Minnesota,Private,Non-Profit,Large City,38000.0,82,50,39,69.1,,,23.0,2168,301,13,51,43,19,626,34.13284132841329,40332,10156,52178,26309
440,Nazareth College,nazareth-college,Rochester, New York,Private,Non-Profit,Large Suburb,,87,40,26,62.6,,,,2194,437,10,65,51,21,520,21.422060164083874,33324,13410,49234,18126
441,Fashion Institute of Technology,fashion-institute-of-technology,New York, New York,Public,,Large City,41000.0,64,22,15,47.0,,,,8661,1028,15,25,10,5,3646,55.651772312665976,7463,13945,25408,5480
441,Fashion Institute of Technology,fashion-institute-of-technology,New York, New York,Public,,Large City,41000.0,64,22,15,47.0,,,,8661,1028,15,25,10,5,3646,55.651772312665976,7463,13945,25408,5480
442,Simpson College,simpson-college,Indianola, Iowa,Private,Non-Profit,Small Town,40000.0,72,50,45,83.9,,,24.0,1432,188,11,48,41,21,546,17.178770949720672,37663,7963,50180,25683
443,Walla Walla University,walla-walla-university,College Place, Washington,Private,Non-Profit,Small Suburb,41000.0,31,58,50,100.0,,,,1649,169,14,52,39,22,360,35.657974530018194,27495,7155,37560,13818
444,Appalachian State University,appalachian-state-university,Boone, North Carolina,Public,,Small Town,34000.0,90,73,45,70.0,,,25.0,17017,1337,16,110,73,27,4041,17.182817182817175,7302,8173,19012,8312
445,DeSales University,desales-university,Center Valley, Pennsylvania,Private,Non-Profit,Large Suburb,41000.0,69,39,39,73.8,,,24.0,2345,324,14,38,34,20,594,30.106609808102352,35900,12800,52340,20975
447,The New England Conservatory of Music,the-new-england-conservatory-of-music,Boston, Massachusetts,Private,Non-Profit,Large City,,23,29,53,32.8,,,,436,353,4,9,1,1,81,64.90825688073394,46930,15700,66030,20815
448,University of Wisconsin - Eau Claire,university-of-wisconsin-eau-claire,Eau Claire, Wisconsin,Public,,Small City,41000.0,69,77,39,75.7,,,24.0,10183,518,23,52,44,20,2165,12.186978297161927,8816,7506,20070,3449
449,Endicott College,endicott-college,Beverly, Massachusetts,Private,Non-Profit,Large Suburb,,47,23,38,81.4,,,,3344,455,14,44,35,19,612,17.494019138755974,32154,14900,50329,13653
450,SUNY New Paltz,state-university-of-new-york-at-new-paltz,New Paltz, New York,Public,,Large Suburb,37000.0,97,56,39,44.3,,,26.0,6733,624,16,64,44,18,1943,38.897965245804244,7775,12680,24230,8061
451,California State Polytechnic University - Pomona,california-state-polytechnic-university-pomona,Pomona, California,Public,,Large Suburb,42000.0,99,49,54,55.1,,,24.0,24319,1244,29,61,57,24,5193,83.3011225790534,7339,14514,26057,7957
452,Kettering College,kettering-college,Kettering, Ohio,Private,Non-Profit,Large Suburb,,80,61,15,28.4,,,23.0,632,99,9,7,5,1,175,19.93670886075949,12408,8302,27285,6631
453,Ripon College,ripon-college,Ripon, Wisconsin,Private,Non-Profit,Small Town,36000.0,74,78,46,67.5,,,23.0,756,73,14,35,30,18,226,20.238095238095227,41835,8156,52341,28951
454,St. Bonaventure University,saint-bonaventure-university,Saint Bonaventure, New York,Private,Non-Profit,Small Town,36000.0,69,66,52,70.5,,,24.0,1622,190,12,40,39,20,437,30.579531442663377,33331,11807,47338,23466
455,University of Saint Joseph,saint-joseph-college,West Hartford, Connecticut,Private,Non-Profit,Small City,,93,40,2,90.3,,,20.0,810,340,9,25,25,17,224,46.79012345679011,38033,11095,51404,21536
456,Baldwin Wallace University,baldwin-wallace-college,Berea, Ohio,Private,Non-Profit,Large Suburb,37000.0,74,54,45,78.0,,,,3183,426,11,78,60,21,918,22.588752748978948,31668,9142,46004,19781
457,SUNY Oneonta,suny-college-at-oneonta,Oneonta, New York,Public,,Small Town,,99,62,40,59.5,,,23.0,5940,453,19,55,42,21,1540,25.21885521885523,8166,12794,24162,7634
458,University of Minnesota - Duluth,university-of-minnesota-duluth,Duluth, Minnesota,Public,,Small City,39000.0,86,82,53,76.6,,,24.0,10118,592,18,83,58,22,2019,22.158529353627202,13344,7608,24424,7100
459,St Catherine University,st-catherine-university,Saint Paul, Minnesota,Private,Non-Profit,Large City,44000.0,83,56,4,70.1,,,23.0,3158,520,10,83,56,23,950,39.04369854338189,32431,9196,44977,26729
460,Thomas Jefferson University,philadelphia-university,Philadelphia, Pennsylvania,Private,Non-Profit,Large City,41000.0,54,25,32,59.7,,,24.0,2685,533,13,44,39,14,615,46.81564245810057,39130,13005,57781,26568
461,New Mexico Institute of Mining and Technology,new-mexico-institute-of-mining-and-technology,Socorro, New Mexico,Public,,Small Town,53000.0,89,69,70,21.7,,,26.0,1471,193,11,22,21,10,304,47.586675730795385,7183,8202,21345,6883
462,Sarah Lawrence College,sarah-lawrence-college,Bronxville, New York,Private,Non-Profit,Large Suburb,36000.0,20,34,29,53.2,,,29.0,1399,326,9,1,1,1,364,45.88992137240886,54010,14856,70266,28916
463,Wilkes University,wilkes-university,Wilkes-Barre, Pennsylvania,Private,Non-Profit,Small City,39000.0,78,43,53,75.3,,,24.0,2491,416,13,42,39,20,623,30.108390204737066,34896,14270,53966,22179
464,Robert Morris University,robert-morris-university,Moon Township, Pennsylvania,Private,Non-Profit,Large Suburb,40000.0,82,45,57,83.3,,,24.0,4243,452,15,36,34,17,974,26.867782229554567,29420,12900,46316,17882
465,Lipscomb University,lipscomb-university,Nashville, Tennessee,Private,Non-Profit,Large City,38000.0,60,42,39,60.4,,,26.0,2987,510,14,111,69,26,733,23.70271175092066,30932,12052,47734,18955
466,Harding University,harding-university,Searcy, Arkansas,Private,Non-Profit,Small Town,36000.0,29,76,45,72.1,,,25.0,4184,425,14,91,62,22,1019,18.18833652007649,19190,6894,29780,9509
467,New York Institute of Technology,new-york-institute-of-technology,Old Westbury, New York,Private,Non-Profit,Large Suburb,43000.0,84,31,64,76.9,,,24.0,3664,765,12,52,44,17,719,75.46397379912662,35870,17086,57154,23605
468,Westminster College Pennsylvania,westminster-college-pa,New Wilmington, Pennsylvania,Private,Non-Profit,Small Town,37000.0,65,67,47,72.5,,,24.0,1191,135,11,63,50,22,264,30.142737195633913,36276,11020,49546,25476
469,Monmouth University,monmouth-university,West Long Branch, New Jersey,Private,Non-Profit,Large Suburb,40000.0,84,46,42,73.9,,,22.0,4706,675,13,32,31,20,1161,28.920526986825337,36732,13451,54859,19726
470,Springfield College,springfield-college,Springfield, Massachusetts,Private,Non-Profit,Midsize City,,34,49,51,69.9,,,26.0,2227,383,12,37,31,17,500,24.472384373596768,36535,12240,52775,21540
471,Pratt Institute - Main,pratt-institute-main,Brooklyn, New York,Private,Non-Profit,Large City,41000.0,24,14,30,56.8,,,26.0,3645,1153,9,22,10,7,642,61.3443072702332,50038,12020,65308,20362
472,Marietta College,marietta-college,Marietta, Ohio,Private,Non-Profit,Small Town,40000.0,65,73,61,67.0,,,22.0,1065,135,9,44,38,20,315,36.15023474178404,36040,11330,50104,22617
473,Arizona State University - Downtown Phoenix,arizona-state-university-downtown-phoenix,Phoenix, Arizona,Public,,Large City,,64,54,32,77.2,,,24.0,8902,966,15,23,18,10,2337,51.145809930352726,10792,13842,29163,12715
474,Good Samaritan College of Nursing & Health Science,good-samaritan-college-of-nursing-and-health-science,Cincinnati, Ohio,Private,Non-Profit,Large City,,100,100,10,44.6,,,21.0,413,25,6,2,2,1,127,17.191283292978213,15470,10726,31708,7465
475,Bellarmine University,bellarmine-university,Louisville, Kentucky,Private,Non-Profit,Large City,40000.0,73,36,36,89.2,,,24.0,2544,491,12,44,38,22,695,19.300314465408803,40350,12182,58906,28601
476,California State University - Long Beach,california-state-university-long-beach,Long Beach, California,Public,,Large City,41000.0,99,50,43,28.0,,,23.0,31566,2167,23,88,71,25,8843,82.91832984857125,6730,12484,24066,8454
477,Milligan College,milligan-college,Milligan College, Tennessee,Private,Non-Profit,Midsize Suburb,,59,59,43,57.8,,,25.0,859,148,9,32,32,20,233,16.996507566938305,32500,6950,42420,21886
478,Berry College,berry-college,Mount Berry, Georgia,Private,Non-Profit,Small Suburb,37000.0,62,80,39,61.6,,,26.0,1978,207,11,39,35,18,553,20.424671385237612,35176,12260,50632,21883
479,Towson University,towson-university,Towson, Maryland,Public,,Small City,40000.0,78,53,40,77.3,,,23.0,19596,1711,17,63,49,22,4834,43.47826086956522,9694,12184,26308,8815
480,Mercy College of Ohio,mercy-college-of-ohio,Toledo, Ohio,Private,Non-Profit,Large City,,74,28,15,57.5,,,,1404,210,7,8,6,3,359,22.150997150997163,14610,9450,34442,4119
481,The University of Findlay,the-university-of-findlay,Findlay, Ohio,Private,Non-Profit,Small Town,39000.0,74,72,35,75.1,,,24.0,3562,335,16,79,57,24,611,16.226838854576073,33320,9720,45575,21119
482,King's College,kings-college,Wilkes-Barre, Pennsylvania,Private,Non-Profit,Small City,,68,60,54,70.9,,,,2198,224,13,44,40,22,434,26.342129208371247,35830,12410,52030,21560
483,Pennsylvania State University - Harrisburg,pennsylvania-state-university-penn-state-harrisburg,Middletown, Pennsylvania,Public,,Large Suburb,42000.0,78,61,61,83.8,,,24.0,4286,379,16,40,37,18,756,46.290247316845544,15190,11280,33098,6998
484,SUNY Cortland,suny-college-at-cortland,Cortland, New York,Public,,Small Town,,94,57,44,47.9,,,24.0,6346,557,16,62,43,18,1609,27.24550898203593,8300,12810,24879,6323
485,University of Louisville,university-of-louisville,Louisville, Kentucky,Public,,Large City,36000.0,83,68,49,75.3,,,25.0,15546,1478,15,57,46,21,3113,27.37038466486557,11264,8374,26450,9589
486,University of Hartford,university-of-hartford,West Hartford, Connecticut,Private,Non-Profit,Midsize City,41000.0,41,100,49,80.9,,,24.0,5069,350,10,74,56,24,1207,46.39968435588874,38910,12346,54662,21526
487,St. Mary's University,st-marys-university,San Antonio, Texas,Private,Non-Profit,Large City,42000.0,91,60,46,79.9,,,23.0,2327,373,12,41,38,21,502,85.43188654920499,29300,10790,44490,22029
488,Pennsylvania College of Health Sciences,lancaster-general-college-of-nursing-and-health-sciences,Lancaster, Pennsylvania,Private,Non-Profit,Large Suburb,,97,78,14,66.6,,,,1686,93,12,10,4,1,423,21.530249110320288,27568,10610,45836,6946
489,California Institute of the Arts,california-institute-of-the-arts,Valencia, California,Private,Non-Profit,Large Suburb,,56,58,44,24.1,,,,984,265,8,18,8,1,192,58.536585365853654,47446,11757,68993,15401
490,Pennsylvania State University - Altoona,pennsylvania-state-university-penn-state-altoona,Altoona, Pennsylvania,Public,,Small City,,81,68,55,92.2,,,24.0,3482,292,15,28,25,19,343,25.90465249856405,15190,11280,33098,7966
491,University of Houston - Clear Lake,university-of-houston-clear-lake,Houston, Texas,Public,,Large Suburb,,100,60,36,72.2,,,22.0,5798,501,15,34,33,20,1337,59.3135563987582,6718,9732,23918,10063
492,San Jose State University,san-jose-state-university,San Jose, California,Public,,Large City,46000.0,99,41,52,66.9,,,22.0,27778,1893,27,83,70,25,6235,83.87932896536826,7721,15594,28166,8545
493,University of New Haven,university-of-new-haven,West Haven, Connecticut,Private,Non-Profit,Large Suburb,37000.0,35,41,47,87.8,,,24.0,5216,647,16,65,49,22,1189,39.091257668711656,38170,15610,56446,19907
494,Lawrence Technological University,lawrence-technological-university,Southfield, Michigan,Private,Non-Profit,Small City,44000.0,89,34,74,59.6,,,24.0,2191,330,11,50,40,17,370,39.479689639434035,32180,9500,47472,17291
495,La Salle University,la-salle-university,Philadelphia, Pennsylvania,Private,Non-Profit,Large City,47000.0,66,41,39,79.3,,,,3821,511,11,45,40,21,933,49.829887464014654,29500,13976,45476,27431
496,Saint Ambrose University,saint-ambrose-university,Davenport, Iowa,Private,Non-Profit,Midsize City,39000.0,30,64,44,60.8,,,24.0,2368,319,12,92,51,22,780,25.76013513513513,30016,10164,44838,17930
497,Florida International University,florida-international-university,Miami, Florida,Public,,Large Suburb,37000.0,96,58,43,54.1,,,24.0,47629,2036,27,72,59,25,10173,91.36030569610952,6556,10882,23688,6471
498,Neumont College of Computer Science,neumont-university,Salt Lake City, Utah,Private,For-Profit,Midsize City,,17,67,89,83.8,,,,484,21,18,5,3,1,95,41.942148760330575,24750,4784,33734,8912
499,University of La Verne,university-of-la-verne,La Verne, California,Private,Non-Profit,Large Suburb,38000.0,96,37,41,47.5,,,22.0,5168,718,15,54,45,22,1265,79.06346749226006,41450,13180,59826,24969
500,Pace University - New York,pace-university-new-york,New York, New York,Private,Non-Profit,Large City,48000.0,50,37,39,79.6,,,24.0,8674,1355,14,96,70,23,1855,49.68872492506341,43986,18002,64982,28509
501,California State University - Chico,california-state-university-chico,Chico, California,Public,,Small City,42000.0,99,55,47,67.8,,,22.0,16710,991,25,75,64,25,3976,57.833632555356075,7348,12712,24420,8615
502,Gordon College,gordon-college,Wenham, Massachusetts,Private,Non-Profit,Large Suburb,37000.0,34,42,37,88.9,,,26.0,1591,220,11,40,34,19,494,32.18101822752986,36740,11000,49940,17558
503,Loyola University New Orleans,loyola-university-new-orleans,New Orleans, Louisiana,Private,Non-Profit,Large City,40000.0,39,63,38,69.1,,,25.0,2602,397,11,69,49,19,559,48.96233666410453,39242,12666,55152,27972
